"caspofungin_evolved_40C","caspofungin_fRS585_control","caspofungin_evolved_35C"
0.0307255987065949,0.0195439308231867,0.0122726153263481
0.0189600806674463,NA,0.0108004679337956
0.0206695877183211,NA,0.0160367192208269
0.0177510115737598,NA,0.0150012161611093
0.0176943637522741,NA,0.0174903332248944
0.0311480094570282,NA,0.0149873993945687
0.019542177671829,NA,0.0480195786585114
0.0203667447801591,NA,0.0155291327137878
0.0261011020135776,NA,0.0127334349093933
0.02142895511132,NA,0.0151949748505144
0.0291916740857166,NA,0.0150059589707693
0.0196437149507811,NA,0.0170051063067832
0.0146368554237845,NA,0.0194069894167953
0.0270799235248438,NA,0.015117221951677
0.0193559535574207,NA,0.0167602372184511
0.0295566343974327,NA,0.0196608566254707
0.0297757116013007,NA,0.021086849062036
