chrom_label,chrom,start,end,normalized_depth,CNV,gene_name,gene_start,gene_end,gene_overlap_in_controls_count,partially_overlaps_control
ChrG,contig_19,317001,317500,1.54772192675537,duplication,,,,0,False
ChrG,contig_19,317501,318000,1.5273940488386228,duplication,,,,0,False
ChrG,contig_19,329001,329500,1.5641141789932584,duplication,CAGL0G06974g,329006,329467,0,False
ChrG,contig_19,329501,330000,1.547090741504987,duplication,CAGL0G06952g,329705,332067,0,False
ChrG,contig_19,336001,336500,1.5108532824241738,duplication,CAGL0G06886g,335597,338115,0,False
ChrG,contig_19,340001,340500,1.5149559865516633,duplication,CAGL0G06864g,338275,340995,0,False
ChrG,contig_19,343501,344000,1.7500167995031273,duplication,CAGL0G06842g,341565,344814,0,False
ChrG,contig_19,344001,344500,1.5408531460894372,duplication,CAGL0G06842g,341565,344814,0,False
ChrG,contig_19,346501,347000,1.5300487397446456,duplication,CAGL0G06820g,345019,347819,0,False
ChrG,contig_19,346501,347000,1.5300487397446456,duplication,CAGL0G06798g,346113,347055,0,False
ChrG,contig_19,347501,348000,1.5363605922484758,duplication,CAGL0G06820g,345019,347819,0,False
ChrG,contig_19,347501,348000,1.5363605922484758,duplication,CAGL0G06776g,347263,348175,0,False
ChrG,contig_19,350501,351000,1.5940397855702415,duplication,CAGL0G06732g,349784,352725,0,False
ChrG,contig_19,351001,351500,1.614460484847339,duplication,CAGL0G06732g,349784,352725,0,False
ChrG,contig_19,351501,352000,1.7180676872705043,duplication,CAGL0G06732g,349784,352725,0,False
ChrG,contig_19,352001,352500,1.6362920688017637,duplication,CAGL0G06732g,349784,352725,0,False
ChrG,contig_19,353501,354000,1.5390895402427789,duplication,CAGL0G06688g,352925,355748,0,False
ChrG,contig_19,354001,354500,1.5494298397858182,duplication,CAGL0G06688g,352925,355748,0,False
ChrG,contig_19,357501,358000,1.5575981194966575,duplication,CAGL0G06666g,355965,360512,0,False
ChrG,contig_19,358501,359000,1.5365647992412466,duplication,CAGL0G06666g,355965,360512,0,False
ChrG,contig_19,359501,360000,1.526540092323399,duplication,CAGL0G06666g,355965,360512,0,False
ChrG,contig_19,360001,360500,1.5840522071965335,duplication,CAGL0G06666g,355965,360512,0,False
ChrG,contig_19,361001,361500,1.568439654385589,duplication,CAGL0G06644g,360921,361271,0,False
ChrG,contig_19,361501,362000,1.5371217274033493,duplication,CAGL0G06622g,361605,363955,0,False
ChrG,contig_19,376001,376500,1.5346341149459577,duplication,CAGL0G06402g,374803,376985,0,False
ChrG,contig_19,378001,378500,1.5936870644009098,duplication,CAGL0G06380g,378054,380435,0,False
ChrG,contig_19,378501,379000,1.566750305627211,duplication,CAGL0G06380g,378054,380435,0,False
ChrG,contig_19,379501,380000,1.582399986982296,duplication,CAGL0G06380g,378054,380435,0,False
ChrG,contig_19,389001,389500,1.5120042672925194,duplication,,,,0,False
ChrG,contig_19,398501,399000,1.542969473105427,duplication,CAGL0G06248g,397861,399230,0,False
ChrG,contig_19,399001,399500,1.516552513949691,duplication,,,,0,False
ChrG,contig_19,405501,406000,1.5517689380666495,duplication,CAGL0G06182g,404183,407902,0,False
ChrG,contig_19,409001,409500,1.5330932803641402,duplication,CAGL0G06138g,407732,410491,0,False
ChrG,contig_19,409501,410000,1.60419444239258,duplication,CAGL0G06138g,407732,410491,0,False
ChrG,contig_19,412501,413000,1.585908634403543,duplication,CAGL0G06072g,412052,414510,0,False
ChrG,contig_19,413001,413500,1.639299480877118,duplication,CAGL0G06072g,412052,414510,0,False
ChrG,contig_19,413501,414000,1.5301044325608557,duplication,CAGL0G06072g,412052,414510,0,False
ChrG,contig_19,413501,414000,1.5301044325608557,duplication,CAGL0G06050g,413558,414916,0,False
ChrG,contig_19,415501,416000,1.506694885480474,duplication,CAGL0G06028g,414556,417147,0,False
ChrG,contig_19,416001,416500,1.5011812966756577,duplication,CAGL0G06028g,414556,417147,0,False
ChrG,contig_19,416501,417000,1.672362449433946,duplication,CAGL0G06028g,414556,417147,0,False
ChrG,contig_19,416501,417000,1.672362449433946,duplication,CAGL0G06006g,416351,417251,0,False
ChrG,contig_19,417001,417500,1.5620906733376188,duplication,CAGL0G06006g,416351,417251,0,False
ChrG,contig_19,418001,418500,1.5423939806712543,duplication,CAGL0G05984g,417825,419084,0,False
ChrG,contig_19,422501,423000,1.561663695080007,duplication,CAGL0G05940g,422194,426370,0,False
ChrG,contig_19,424001,424500,1.5249621291974411,duplication,CAGL0G05940g,422194,426370,0,False
ChrG,contig_19,431001,431500,1.5481489050129822,duplication,CAGL0G05852g,428896,431318,0,False
ChrG,contig_19,431001,431500,1.5481489050129822,duplication,CAGL0G05830g,430513,434010,0,False
ChrG,contig_19,431501,432000,1.5459026280925012,duplication,CAGL0G05830g,430513,434010,0,False
ChrG,contig_19,432501,433000,1.624466627493117,duplication,CAGL0G05830g,430513,434010,0,False
ChrG,contig_19,433001,433500,1.54980112522722,duplication,CAGL0G05830g,430513,434010,0,False
ChrG,contig_19,458001,458500,1.5739161146462652,duplication,CAGL0G05632g,457439,458735,0,False
ChrG,contig_19,461001,461500,1.5463667348942536,duplication,CAGL0G05610g,460973,461645,0,False
ChrG,contig_19,461501,462000,1.6088726389542425,duplication,,,,0,False
ChrG,contig_19,464001,464500,1.568179754576608,duplication,CAGL0G05588g,461845,465441,0,False
ChrG,contig_19,484001,484500,1.5295475043987532,duplication,CAGL0G05423g,482805,484921,0,False
ChrG,contig_19,495501,496000,1.6361806831693428,duplication,,,,0,False
ChrG,contig_19,496001,496500,1.6390581453402069,duplication,,,,0,False
ChrG,contig_19,497501,498000,1.5216762530410357,duplication,CAGL0G05313g,496600,498885,0,False
ChrG,contig_19,511501,512000,1.533965801151434,duplication,CAGL0G05093g,510014,512640,0,False
ChrG,contig_19,512001,512500,1.5087183911361135,duplication,CAGL0G05093g,510014,512640,0,False
ChrG,contig_19,525501,526000,1.5897143101779108,duplication,CAGL0G04895g,524779,525829,0,False
ChrG,contig_19,526001,526500,1.58956579600135,duplication,,,,0,False
ChrG,contig_19,527001,527500,1.515308707720995,duplication,CAGL0G04873g,526815,531133,0,False
ChrG,contig_19,536501,537000,1.6019110369279592,duplication,,,,0,False
ChrG,contig_19,993501,994000,1.5270598919413612,duplication,,,,0,False
ChrE,contig_24,3001,3500,1.548965732984066,duplication,CAGL0E00165g,1,6484,1,False
ChrE,contig_24,4001,4500,1.5015340178449892,duplication,CAGL0E00165g,1,6484,1,False
ChrB,contig_26,1501,2000,2.0158757398188683,duplication,,,,0,False
ChrB,contig_26,2001,2500,2.069730693094196,duplication,,,,0,False
ChrB,contig_26,2501,3000,1.9972186463884292,duplication,,,,0,False
ChrB,contig_26,3001,3500,1.705369725174564,duplication,,,,0,False
ChrB,contig_26,3501,4000,1.696551695941272,duplication,,,,0,False
ChrB,contig_26,4001,4500,1.7408460491005036,duplication,,,,0,False
ChrB,contig_26,4501,5000,1.8352268083048349,duplication,,,,0,False
ChrB,contig_26,5001,5500,1.6975356023609864,duplication,,,,0,False
ChrB,contig_26,5501,6000,1.8379186277549973,duplication,CAGL0B05061g,5296,11991,0,False
ChrB,contig_26,6001,6500,1.6442561415198316,duplication,CAGL0B05061g,5296,11991,0,False
ChrB,contig_26,6501,7000,2.0162655895323405,duplication,CAGL0B05061g,5296,11991,0,False
ChrB,contig_26,7001,7500,1.979434073745284,duplication,CAGL0B05061g,5296,11991,0,False
ChrB,contig_26,7501,8000,1.5710386524754014,duplication,CAGL0B05061g,5296,11991,0,False
ChrB,contig_26,8501,9000,1.92832663273633,duplication,CAGL0B05061g,5296,11991,0,False
ChrB,contig_26,9001,9500,2.0093782445943376,duplication,CAGL0B05061g,5296,11991,0,False
ChrB,contig_26,9501,10000,1.9636730067577788,duplication,CAGL0B05061g,5296,11991,0,False
ChrB,contig_26,10001,10500,1.9210865666289956,duplication,CAGL0B05061g,5296,11991,0,False
ChrB,contig_26,10501,11000,1.6885876232232035,duplication,CAGL0B05061g,5296,11991,0,False
ChrB,contig_26,11001,11500,1.701601177944336,duplication,CAGL0B05061g,5296,11991,0,False
ChrB,contig_26,11501,12000,1.6147760774725308,duplication,CAGL0B05061g,5296,11991,0,False
ChrB,contig_26,15001,15500,1.6290148741502888,duplication,,,,0,False
ChrB,contig_26,19001,19500,1.541799923965012,duplication,CAGL0B05049g,18217,23129,0,False
ChrB,contig_26,23001,23500,1.5299559183842952,duplication,,,,0,False
ChrB,contig_26,24501,25000,1.6429009496587152,duplication,,,,0,False
ChrB,contig_26,25001,25500,1.5662676345533888,duplication,,,,0,False
ChrB,contig_26,25501,26000,1.5235698087921845,duplication,CAGL0B04961g,25267,27319,0,False
ChrB,contig_26,25501,26000,1.5235698087921845,duplication,CAGL0B04983g,25553,26023,0,False
ChrB,contig_26,26501,27000,1.5352281716522005,duplication,CAGL0B04961g,25267,27319,0,False
ChrB,contig_26,27001,27500,1.591737815833551,duplication,CAGL0B04961g,25267,27319,0,False
ChrB,contig_26,28501,29000,1.5232913447111334,duplication,CAGL0B04939g,27499,30857,0,False
ChrB,contig_26,29501,30000,1.513192380705005,duplication,CAGL0B04939g,27499,30857,0,False
ChrB,contig_26,37001,37500,1.5076416633560483,duplication,CAGL0B04895g,32670,39562,0,False
ChrB,contig_26,39001,39500,1.506732014024614,duplication,CAGL0B04895g,32670,39562,0,False
ChrB,contig_26,39501,40000,1.6757411469507022,duplication,,,,0,False
ChrB,contig_26,40001,40500,1.5139720801319487,duplication,CAGL0B04873g,40021,41568,0,False
ChrB,contig_26,41001,41500,1.5942439925630123,duplication,CAGL0B04873g,40021,41568,0,False
ChrB,contig_26,41001,41500,1.5942439925630123,duplication,CAGL0B04851g,41235,47057,0,False
ChrB,contig_26,42001,42500,1.574510171352508,duplication,CAGL0B04851g,41235,47057,0,False
ChrB,contig_26,45001,45500,1.5651909067733236,duplication,CAGL0B04851g,41235,47057,0,False
ChrB,contig_26,45501,46000,1.6074988828210557,duplication,CAGL0B04851g,41235,47057,0,False
ChrB,contig_26,46501,47000,1.530085868288786,duplication,CAGL0B04851g,41235,47057,0,False
ChrB,contig_26,47001,47500,1.6717498284556331,duplication,CAGL0B04829g,46797,47559,0,False
ChrB,contig_26,48501,49000,1.5424125449433246,duplication,CAGL0B04807g,47996,49749,0,False
ChrB,contig_26,49001,49500,1.523476987431834,duplication,CAGL0B04807g,47996,49749,0,False
ChrB,contig_26,50001,50500,1.5383840979041152,duplication,CAGL0B04785g,49817,50929,0,False
ChrB,contig_26,50501,51000,1.6565642539023004,duplication,CAGL0B04785g,49817,50929,0,False
ChrB,contig_26,51501,52000,1.6369603825962866,duplication,,,,0,False
ChrB,contig_26,52001,52500,1.5710943452916115,duplication,CAGL0B04763g,51849,52905,0,False
ChrB,contig_26,54501,55000,1.5322950166651264,duplication,,,,0,False
ChrB,contig_26,55001,55500,1.5406675033687365,duplication,CAGL0B04719g,54857,55989,0,False
ChrB,contig_26,55501,56000,1.7904126555276405,duplication,CAGL0B04719g,54857,55989,0,False
ChrB,contig_26,56001,56500,1.5844791854541458,duplication,CAGL0B04697g,56169,57034,0,False
ChrB,contig_26,57501,58000,1.5425424948478152,duplication,CAGL0B04675g,57419,58864,0,False
ChrB,contig_26,60001,60500,1.5867811551908366,duplication,CAGL0B04631g,59239,63297,0,False
ChrB,contig_26,62501,63000,1.515698557434467,duplication,CAGL0B04631g,59239,63297,0,False
ChrB,contig_26,64001,64500,1.6371645895890576,duplication,CAGL0B04609g,62872,65640,0,False
ChrB,contig_26,64001,64500,1.6371645895890576,duplication,CAGL0B04587g,64129,65268,0,False
ChrB,contig_26,64501,65000,1.5665832271785802,duplication,CAGL0B04609g,62872,65640,0,False
ChrB,contig_26,64501,65000,1.5665832271785802,duplication,CAGL0B04587g,64129,65268,0,False
ChrB,contig_26,65001,65500,1.6532041206576145,duplication,CAGL0B04609g,62872,65640,0,False
ChrB,contig_26,65001,65500,1.6532041206576145,duplication,CAGL0B04587g,64129,65268,0,False
ChrB,contig_26,65501,66000,1.5743430929038775,duplication,CAGL0B04565g,65749,67307,0,False
ChrB,contig_26,66001,66500,1.5218990243058768,duplication,CAGL0B04565g,65749,67307,0,False
ChrB,contig_26,66501,67000,1.6444232199684623,duplication,CAGL0B04565g,65749,67307,0,False
ChrB,contig_26,66501,67000,1.6444232199684623,duplication,CAGL0B04543g,66692,68954,0,False
ChrB,contig_26,67001,67500,1.554832042958214,duplication,CAGL0B04565g,65749,67307,0,False
ChrB,contig_26,67001,67500,1.554832042958214,duplication,CAGL0B04543g,66692,68954,0,False
ChrB,contig_26,67501,68000,1.541558588428101,duplication,CAGL0B04543g,66692,68954,0,False
ChrB,contig_26,68001,68500,1.7759882161291816,duplication,CAGL0B04543g,66692,68954,0,False
ChrB,contig_26,68501,69000,1.6084456606966304,duplication,CAGL0B04543g,66692,68954,0,False
ChrB,contig_26,69001,69500,1.544937285944857,duplication,,,,0,False
ChrB,contig_26,69501,70000,1.751798969621856,duplication,CAGL0B04521g,69334,71262,0,False
ChrB,contig_26,69501,70000,1.751798969621856,duplication,CAGL0B04499g,69609,71647,0,False
ChrB,contig_26,70001,70500,1.655004855048413,duplication,CAGL0B04521g,69334,71262,0,False
ChrB,contig_26,70001,70500,1.655004855048413,duplication,CAGL0B04499g,69609,71647,0,False
ChrB,contig_26,70501,71000,1.570314645864668,duplication,CAGL0B04521g,69334,71262,0,False
ChrB,contig_26,70501,71000,1.570314645864668,duplication,CAGL0B04499g,69609,71647,0,False
ChrB,contig_26,71001,71500,1.535785099814303,duplication,CAGL0B04521g,69334,71262,0,False
ChrB,contig_26,71001,71500,1.535785099814303,duplication,CAGL0B04499g,69609,71647,0,False
ChrB,contig_26,71501,72000,1.5239596585056563,duplication,CAGL0B04477g,71696,72982,0,False
ChrB,contig_26,72001,72500,1.7040330975855174,duplication,CAGL0B04477g,71696,72982,0,False
ChrB,contig_26,72501,73000,1.5649310069643425,duplication,CAGL0B04477g,71696,72982,0,False
ChrB,contig_26,72501,73000,1.5649310069643425,duplication,CAGL0B04455g,72733,75219,0,False
ChrB,contig_26,73501,74000,1.5373816272123304,duplication,CAGL0B04455g,72733,75219,0,False
ChrB,contig_26,74001,74500,1.6224431218374773,duplication,CAGL0B04455g,72733,75219,0,False
ChrB,contig_26,76001,76500,1.534764064850448,duplication,CAGL0B04433g,75829,78078,0,False
ChrB,contig_26,76501,77000,1.5218618957617362,duplication,CAGL0B04433g,75829,78078,0,False
ChrB,contig_26,77001,77500,1.5321279382164956,duplication,CAGL0B04433g,75829,78078,0,False
ChrB,contig_26,78001,78500,1.5209708107023725,duplication,,,,0,False
