chrom,start,end,depth,normalized_depth,chromosome
contig_10,1,500,60.776,0.6410987291261785,ChrK
contig_10,501,1000,96.742,1.0204879105753053,ChrK
contig_10,1001,1500,82.258,0.8677026994284123,ChrK
contig_10,1501,2000,98.314,1.0370702325804775,ChrK
contig_10,2001,2500,111.418,1.1752984434938225,ChrK
contig_10,2501,3000,101.538,1.0710787606623322,ChrK
contig_10,3001,3500,78.342,0.8263945741279958,ChrK
contig_10,3501,4000,69.804,0.7363310465960866,ChrK
contig_10,4001,4500,77.16,0.8139261869714349,ChrK
contig_10,4501,5000,96.052,1.0132094104585312,ChrK
contig_10,5001,5500,116.31,1.2269019544666615,ChrK
contig_10,5501,6000,93.64,0.9877663057025035,ChrK
contig_10,6001,6500,82.738,0.8727660038574726,ChrK
contig_10,6501,7000,82.01,0.8650866588067313,ChrK
contig_10,7001,7500,89.282,0.9417957209069939,ChrK
contig_10,7501,8000,75.708,0.7986096910735276,ChrK
contig_10,8001,8500,77.63,0.8188840058915564,ChrK
contig_10,8501,9000,69.426,0.7323436943582017,ChrK
contig_10,9001,9500,75.52,0.796626563505479,ChrK
contig_10,9501,10000,82.5,0.8702554487447302,ChrK
contig_10,10001,10500,77.886,0.8215844349203886,ChrK
contig_10,10501,11000,69.58,0.7339681711958584,ChrK
contig_10,11001,11500,70.404,0.742660177132412,ChrK
contig_10,11501,12000,68.882,0.7266052826719335,ChrK
contig_10,12001,12500,70.768,0.7464998496577826,ChrK
contig_10,12501,13000,67.832,0.715529304233364,ChrK
contig_10,13001,13500,70.588,0.7446011104968849,ChrK
contig_10,13501,14000,76.046,0.8021751012756577,ChrK
contig_10,14001,14500,74.258,0.7833142922774081,ChrK
contig_10,14501,15000,73.736,0.7778079487108052,ChrK
contig_10,15001,15500,81.332,0.8579347413006835,ChrK
contig_10,15501,16000,73.016,0.7702129920672148,ChrK
contig_10,16001,16500,84.22,0.8883989562821961,ChrK
contig_10,16501,17000,81.504,0.8597490920544303,ChrK
contig_10,17001,17500,82.742,0.8728081980610481,ChrK
