chrom,start,end,depth,normalized_depth,chromosome
contig_10,1,500,61.25,0.7774070423758174,ChrK
contig_10,501,1000,85.22,1.0816429085921169,ChrK
contig_10,1001,1500,72.462,0.9197137813001874,ChrK
contig_10,1501,2000,78.732,0.99929487771972,ChrK
contig_10,2001,2500,79.126,1.0042956675106764,ChrK
contig_10,2501,3000,70.874,0.8995583138178559,ChrK
contig_10,3001,3500,68.322,0.8671674114155199,ChrK
contig_10,3501,4000,59.642,0.7569977276959755,ChrK
contig_10,4001,4500,63.71,0.8086302476696053,ChrK
contig_10,4501,5000,78.258,0.9932786991387218,ChrK
contig_10,5001,5500,101.63,1.2899245341494583,ChrK
contig_10,5501,6000,78.834,1.0005894984270236,ChrK
contig_10,6001,6500,80.306,1.019272652163794,ChrK
contig_10,6501,7000,69.89,0.8870690317003408,ChrK
contig_10,7001,7500,64.444,0.8179464398182397,ChrK
contig_10,7501,8000,59.016,0.7490523104138977,ChrK
contig_10,8001,8500,50.116,0.6360903075217381,ChrK
contig_10,8501,9000,66.232,0.8406403792756757,ChrK
contig_10,9001,9500,64.974,0.8246733905522671,ChrK
contig_10,9501,10000,54.648,0.693612082477611,ChrK
contig_10,10001,10500,52.876,0.6711212207781831,ChrK
contig_10,10501,11000,58.378,0.7409545848133138,ChrK
contig_10,11001,11500,44.194,0.5609261523388878,ChrK
contig_10,11501,12000,62.846,0.7976640487371529,ChrK
contig_10,12001,12500,68.146,0.8649335560774277,ChrK
contig_10,12501,13000,62.704,0.7958617336348286,ChrK
contig_10,13001,13500,62.254,0.790150171690843,ChrK
contig_10,13501,14000,60.702,0.7704516291640304,ChrK
contig_10,14001,14500,54.07,0.6862758984695583,ChrK
contig_10,14501,15000,60.522,0.7681670043864363,ChrK
contig_10,15001,15500,62.808,0.797181739061883,ChrK
contig_10,15501,16000,52.772,0.6698012153511287,ChrK
contig_10,16001,16500,69.686,0.8844797902857341,ChrK
contig_10,16501,17000,72.156,0.9158299191782773,ChrK
contig_10,17001,17500,68.328,0.8672435655747731,ChrK
contig_10,17501,18000,68.666,0.8715335832127,ChrK
contig_10,18001,18500,61.046,0.7748178009612106,ChrK
contig_10,18501,19000,61.74,0.7836262987148239,ChrK
contig_10,19001,19500,62.222,0.7897440161748263,ChrK
contig_10,19501,20000,66.216,0.8404373015176673,ChrK
contig_10,20001,20500,57.756,0.7330599369707381,ChrK
contig_10,20501,21000,65.15,0.8269072458903592,ChrK
contig_10,21001,21500,64.214,0.8150271970468691,ChrK
contig_10,21501,22000,57.0,0.7234645129048423,ChrK
contig_10,22001,22500,52.966,0.6722635331669803,ChrK
contig_10,22501,23000,59.686,0.7575561915304986,ChrK
contig_10,23001,23500,60.562,0.7686746987814571,ChrK
contig_10,23501,24000,66.488,0.8438896234038097,ChrK
contig_10,24001,24500,62.508,0.793374031099226,ChrK
contig_10,24501,25000,59.694,0.7576577304095028,ChrK
contig_10,25001,25500,58.272,0.7396091946665082,ChrK
contig_10,25501,26000,60.572,0.7688016223802124,ChrK
contig_10,26001,26500,61.108,0.7756047272734929,ChrK
contig_10,26501,27000,59.538,0.755677722268921,ChrK
contig_10,27001,27500,68.852,0.8738943621495474,ChrK
contig_10,27501,28000,64.764,0.822007994978407,ChrK
contig_10,28001,28500,56.916,0.7223983546752982,ChrK
contig_10,28501,29000,59.86,0.7597646621488396,ChrK
contig_10,29001,29500,57.41,0.7286683804538069,ChrK
contig_10,29501,30000,51.87,0.6583527067434064,ChrK
contig_10,30001,30500,58.28,0.7397107335455124,ChrK
contig_10,30501,31000,60.606,0.7692331626159802,ChrK
contig_10,31001,31500,61.178,0.7764931924647797,ChrK
contig_10,31501,32000,62.08,0.7879417010725019,ChrK
contig_10,32001,32500,63.284,0.8032233023626323,ChrK
contig_10,32501,33000,63.176,0.8018525274960757,ChrK
contig_10,33001,33500,66.318,0.8417319222249707,ChrK
contig_10,33501,34000,72.238,0.9168706926880701,ChrK
contig_10,34001,34500,82.704,1.0497089311452996,ChrK
contig_10,34501,35000,76.394,0.9696201403307461,ChrK
contig_10,35001,35500,62.548,0.793881725494247,ChrK
contig_10,35501,36000,70.7,0.8973498431995149,ChrK
contig_10,36001,36500,61.998,0.7869009275627089,ChrK
contig_10,36501,37000,71.592,0.9086714282084819,ChrK
contig_10,37001,37500,72.576,0.921160710325997,ChrK
contig_10,37501,38000,66.074,0.838634986415343,ChrK
contig_10,38001,38500,66.712,0.846732712015927,ChrK
contig_10,38501,39000,75.276,0.9554300819899106,ChrK
contig_10,39001,39500,70.856,0.8993298513400965,ChrK
contig_10,39501,40000,70.252,0.8916636659752804,ChrK
contig_10,40001,40500,65.126,0.8266026292533467,ChrK
contig_10,40501,41000,65.262,0.8283287901964178,ChrK
contig_10,41001,41500,57.984,0.7359537950223575,ChrK
contig_10,41501,42000,61.222,0.7770516562993027,ChrK
contig_10,42001,42500,65.302,0.8288364845914389,ChrK
contig_10,42501,43000,61.852,0.7850478430208825,ChrK
contig_10,43001,43500,65.092,0.8261710890175789,ChrK
contig_10,43501,44000,69.72,0.8849113305215018,ChrK
contig_10,44001,44500,66.252,0.8408942264731861,ChrK
contig_10,44501,45000,63.366,0.8042640758724252,ChrK
contig_10,45001,45500,64.024,0.8126156486705197,ChrK
contig_10,45501,46000,60.938,0.7734470260946541,ChrK
contig_10,46001,46500,64.68,0.8209418367488632,ChrK
contig_10,46501,47000,71.966,0.9134183708019277,ChrK
contig_10,47001,47500,67.166,0.8524950433994146,ChrK
contig_10,47501,48000,78.386,0.9949033212027889,ChrK
contig_10,48001,48500,62.216,0.7896678620155732,ChrK
contig_10,48501,49000,68.338,0.8673704891735282,ChrK
contig_10,49001,49500,61.098,0.7754778036747377,ChrK
contig_10,49501,50000,63.084,0.8006848303875276,ChrK
contig_10,50001,50500,80.432,1.0208718895081101,ChrK
contig_10,50501,51000,74.15,0.9411384847700712,ChrK
contig_10,51001,51500,76.188,0.9670055141963881,ChrK
contig_10,51501,52000,82.37,1.0454696829468748,ChrK
contig_10,52001,52500,68.61,0.8708228110596706,ChrK
contig_10,52501,53000,62.022,0.7872055441997216,ChrK
contig_10,53001,53500,61.11,0.775630111993244,ChrK
contig_10,53501,54000,54.964,0.6976228681982763,ChrK
contig_10,54001,54500,65.212,0.8276941722026417,ChrK
contig_10,54501,55000,62.08,0.7879417010725019,ChrK
contig_10,55001,55500,70.618,0.8963090696897219,ChrK
contig_10,55501,56000,65.006,0.8250795460682838,ChrK
contig_10,56001,56500,66.976,0.8500834950230652,ChrK
contig_10,56501,57000,57.598,0.7310545441104054,ChrK
contig_10,57001,57500,71.368,0.9058283395963646,ChrK
contig_10,57501,58000,63.818,0.8100010225361618,ChrK
contig_10,58001,58500,68.522,0.8697058833906247,ChrK
contig_10,58501,59000,66.988,0.8502358033415714,ChrK
contig_10,59001,59500,62.964,0.7991617472024647,ChrK
contig_10,59501,60000,68.43,0.8685381862820766,ChrK
