chrom,start,end,depth,normalized_depth,chromosome
contig_10,1,500,48.378,0.440559915884059,ChrK
contig_10,501,1000,104.226,0.9491462605509102,ChrK
contig_10,1001,1500,119.794,1.0909180735750748,ChrK
contig_10,1501,2000,119.552,1.0887142722677876,ChrK
contig_10,2001,2500,109.944,1.0012178963983005,ChrK
contig_10,2501,3000,95.964,0.873907391126087,ChrK
contig_10,3001,3500,94.836,0.8636351271813762,ChrK
contig_10,3501,4000,84.856,0.7727510897982081,ChrK
contig_10,4001,4500,78.86,0.7181478144325291,ChrK
contig_10,4501,5000,130.944,1.1924568528157884,ChrK
contig_10,5001,5500,160.032,1.4573501273049265,ChrK
contig_10,5501,6000,106.94,0.9738616190136274,ChrK
contig_10,6001,6500,112.322,1.022873431558338,ChrK
contig_10,6501,7000,100.35,0.9138490131664252,ChrK
contig_10,7001,7500,94.266,0.8584443555071873,ChrK
contig_10,7501,8000,74.364,0.6772044645252422,ChrK
contig_10,8001,8500,80.004,0.7285657842487961,ChrK
contig_10,8501,9000,88.608,0.8069191166781327,ChrK
contig_10,9001,9500,92.728,0.8444383786038493,ChrK
contig_10,9501,10000,75.732,0.6896623165432956,ChrK
contig_10,10001,10500,72.986,0.664655546337466,ChrK
contig_10,10501,11000,76.398,0.6957273234468216,ChrK
contig_10,11001,11500,88.372,0.8047699550726789,ChrK
contig_10,11501,12000,85.34,0.7771586924127826,ChrK
contig_10,12001,12500,90.83,0.8271540195904973,ChrK
contig_10,12501,13000,85.752,0.7809106186053542,ChrK
contig_10,13001,13500,80.816,0.7359603572302723,ChrK
contig_10,13501,14000,83.162,0.7573244806471974,ChrK
contig_10,14001,14500,69.8,0.6356418646638413,ChrK
contig_10,14501,15000,76.87,0.700025646657729,ChrK
contig_10,15001,15500,88.342,0.804496756563511,ChrK
contig_10,15501,16000,84.112,0.7659757667708456,ChrK
contig_10,16001,16500,86.278,0.7857006991327637,ChrK
contig_10,16501,17000,101.492,0.9242487697487477,ChrK
contig_10,17001,17500,94.408,0.8597374951172484,ChrK
contig_10,17501,18000,81.824,0.7451398271383117,ChrK
contig_10,18001,18500,87.082,0.7930224191784617,ChrK
contig_10,18501,19000,89.766,0.8174645791320113,ChrK
contig_10,19001,19500,94.956,0.8647279212180476,ChrK
contig_10,19501,20000,71.4,0.6502124518194595,ChrK
contig_10,20001,20500,85.902,0.7822766111511934,ChrK
contig_10,20501,21000,73.782,0.6719044134473859,ChrK
contig_10,21001,21500,86.002,0.7831872728484195,ChrK
contig_10,21501,22000,76.676,0.6982589629651104,ChrK
contig_10,22001,22500,89.1,0.8113995722284851,ChrK
contig_10,22501,23000,80.42,0.7323541369092568,ChrK
contig_10,23001,23500,78.58,0.7155979616802959,ChrK
contig_10,23501,24000,81.504,0.7422257097071882,ChrK
contig_10,24001,24500,87.434,0.7962279483526977,ChrK
contig_10,24501,25000,81.126,0.7387834084916733,ChrK
contig_10,25001,25500,84.09,0.7657754211974559,ChrK
contig_10,25501,26000,91.316,0.8315798354390164,ChrK
contig_10,26001,26500,79.058,0.7199509245930369,ChrK
contig_10,26501,27000,87.834,0.7998705951416024,ChrK
contig_10,27001,27500,82.136,0.7479810916336572,ChrK
contig_10,27501,28000,87.38,0.7957361910361956,ChrK
contig_10,28001,28500,88.3,0.8041142786506761,ChrK
contig_10,28501,29000,84.312,0.7677970901652978,ChrK
contig_10,29001,29500,84.708,0.7714033104863134,ChrK
contig_10,29501,30000,101.61,0.9253233505514745,ChrK
contig_10,30001,30500,90.99,0.8286110783060591,ChrK
contig_10,30501,31000,90.872,0.8275364975033322,ChrK
contig_10,31001,31500,97.148,0.8846896256212444,ChrK
contig_10,31501,32000,84.35,0.7681431416102438,ChrK
contig_10,32001,32500,85.23,0.7761569645458338,ChrK
contig_10,32501,33000,84.406,0.7686531121606905,ChrK
contig_10,33001,33500,94.866,0.8639083256905441,ChrK
contig_10,33501,34000,84.864,0.7728239427339862,ChrK
contig_10,34001,34500,87.906,0.8005262715636052,ChrK
contig_10,34501,35000,90.65,0.8255148285354903,ChrK
contig_10,35001,35500,80.624,0.7342118867715981,ChrK
contig_10,35501,36000,85.57,0.7792532143164026,ChrK
contig_10,36001,36500,84.884,0.7730060750734314,ChrK
contig_10,36501,37000,85.418,0.777869008536619,ChrK
contig_10,37001,37500,78.042,0.7106986017492193,ChrK
contig_10,37501,38000,84.872,0.7728967956697642,ChrK
contig_10,38001,38500,106.638,0.9711114206880046,ChrK
contig_10,38501,39000,93.942,0.8554938116081745,ChrK
contig_10,39001,39500,97.798,0.8906089266532143,ChrK
contig_10,39501,40000,90.204,0.8214532773658616,ChrK
contig_10,40001,40500,93.448,0.8509951428238774,ChrK
contig_10,40501,41000,97.214,0.8852906623414136,ChrK
contig_10,41001,41500,96.334,0.8772768394058237,ChrK
contig_10,41501,42000,99.654,0.9075108077537313,ChrK
contig_10,42001,42500,91.808,0.836060290989369,ChrK
contig_10,42501,43000,96.862,0.8820851331671776,ChrK
contig_10,43001,43500,75.42,0.6868210520479501,ChrK
contig_10,43501,44000,90.412,0.8233474536960921,ChrK
contig_10,44001,44500,98.25,0.8947251175246764,ChrK
contig_10,44501,45000,81.2,0.7394572981476206,ChrK
contig_10,45001,45500,86.184,0.784844677137371,ChrK
contig_10,45501,46000,99.75,0.9083850429830684,ChrK
contig_10,46001,46500,88.802,0.8086858003707513,ChrK
contig_10,46501,47000,101.538,0.9246676741294717,ChrK
contig_10,47001,47500,86.208,0.7850632359447054,ChrK
contig_10,47501,48000,100.912,0.9189669319048361,ChrK
contig_10,48001,48500,87.144,0.7935870294307421,ChrK
contig_10,48501,49000,99.62,0.9072011827766745,ChrK
contig_10,49001,49500,84.524,0.7697276929634174,ChrK
contig_10,49501,50000,96.158,0.8756740748187057,ChrK
contig_10,50001,50500,100.29,0.9133026161480896,ChrK
contig_10,50501,51000,107.518,0.9791252436235945,ChrK
contig_10,51001,51500,93.15,0.8482813709661436,ChrK
contig_10,51501,52000,100.098,0.9115541456894154,ChrK
contig_10,52001,52500,106.946,0.973916258715461,ChrK
contig_10,52501,53000,97.876,0.8913192427770508,ChrK
contig_10,53001,53500,84.11,0.7659575535369011,ChrK
contig_10,53501,54000,85.398,0.7776868761971737,ChrK
