chrom,start,end,depth,normalized_depth,chromosome
contig_10,1,500,53.362,0.5077595762050902,ChrK
contig_10,501,1000,104.012,0.9897134485259891,ChrK
contig_10,1001,1500,94.812,0.9021719751725386,ChrK
contig_10,1501,2000,96.42,0.9174727022543155,ChrK
contig_10,2001,2500,105.352,1.00246405442747,ChrK
contig_10,2501,3000,108.774,1.0350256763639383,ChrK
contig_10,3001,3500,84.016,0.799443959267772,ChrK
contig_10,3501,4000,87.1,0.8287893835962548,ChrK
contig_10,4001,4500,82.64,0.7863507997749081,ChrK
contig_10,4501,5000,120.334,1.1450234407080566,ChrK
contig_10,5001,5500,136.776,1.3014752781947343,ChrK
contig_10,5501,6000,102.186,0.9723383691408369,ChrK
contig_10,6001,6500,99.598,0.9477125720714097,ChrK
contig_10,6501,7000,92.194,0.8772607167769588,ChrK
contig_10,7001,7500,77.216,0.7347393920065259,ChrK
contig_10,7501,8000,75.148,0.7150615912570764,ChrK
contig_10,8001,8500,67.804,0.6451806586149307,ChrK
contig_10,8501,9000,73.874,0.7029390002731312,ChrK
contig_10,9001,9500,68.368,0.6505473315465986,ChrK
contig_10,9501,10000,78.782,0.7496404732316894,ChrK
contig_10,10001,10500,67.936,0.646436688450002,ChrK
contig_10,10501,11000,72.912,0.6937852070811726,ChrK
contig_10,11001,11500,71.794,0.6831470149932206,ChrK
contig_10,11501,12000,89.742,0.8539290110527566,ChrK
contig_10,12001,12500,85.586,0.814383102003089,ChrK
contig_10,12501,13000,85.052,0.8093018903975737,ChrK
contig_10,13001,13500,84.876,0.807627183950812,ChrK
contig_10,13501,14000,75.862,0.7218555708195072,ChrK
contig_10,14001,14500,74.814,0.7118834551592446,ChrK
contig_10,14501,15000,76.094,0.7240631384084203,ChrK
contig_10,15001,15500,76.264,0.7256807525899515,ChrK
contig_10,15501,16000,79.382,0.7553496997547405,ChrK
contig_10,16001,16500,81.408,0.7746278546475764,ChrK
contig_10,16501,17000,89.448,0.8511314900564615,ChrK
contig_10,17001,17500,89.99,0.8562888246822843,ChrK
contig_10,17501,18000,80.97,0.7704601192857491,ChrK
contig_10,18001,18500,87.278,0.8304831207980934,ChrK
contig_10,18501,19000,76.488,0.7278121971585573,ChrK
contig_10,19001,19500,84.522,0.8042587403022119,ChrK
contig_10,19501,20000,76.468,0.727621889607789,ChrK
contig_10,20001,20500,73.018,0.6947938371002449,ChrK
contig_10,20501,21000,86.156,0.8198068671999877,ChrK
contig_10,21001,21500,92.162,0.8769562246957295,ChrK
contig_10,21501,22000,78.34,0.7454346763597084,ChrK
contig_10,22001,22500,77.204,0.7346252074760649,ChrK
contig_10,22501,23000,75.106,0.7146619454004628,ChrK
contig_10,23001,23500,72.414,0.6890465490670401,ChrK
contig_10,23501,24000,81.564,0.7761122535435697,ChrK
contig_10,24001,24500,88.36,0.8407787592946622,ChrK
contig_10,24501,25000,62.71,0.5967093254342266,ChrK
contig_10,25001,25500,87.166,0.8294173985137904,ChrK
contig_10,25501,26000,81.654,0.7769686375220274,ChrK
contig_10,26001,26500,81.36,0.7741711165257323,ChrK
contig_10,26501,27000,83.998,0.7992726824720805,ChrK
contig_10,27001,27500,83.224,0.7919077802573445,ChrK
contig_10,27501,28000,85.552,0.814059579166783,ChrK
contig_10,28001,28500,85.72,0.8156581625932372,ChrK
contig_10,28501,29000,79.546,0.7569102216710412,ChrK
contig_10,29001,29500,83.334,0.7929544717865706,ChrK
contig_10,29501,30000,85.38,0.8124229342301749,ChrK
contig_10,30001,30500,71.708,0.6823286925249166,ChrK
contig_10,30501,31000,77.188,0.7344729614354503,ChrK
contig_10,31001,31500,77.98,0.7420091404458777,ChrK
contig_10,31501,32000,78.476,0.7467287677049332,ChrK
contig_10,32001,32500,83.318,0.7928022257459558,ChrK
contig_10,32501,33000,72.57,0.6905309479630334,ChrK
contig_10,33001,33500,88.968,0.8465641088380207,ChrK
contig_10,33501,34000,94.07,0.8951115650390319,ChrK
contig_10,34001,34500,100.222,0.9536501676553828,ChrK
contig_10,34501,35000,91.326,0.8690013690736115,ChrK
contig_10,35001,35500,75.876,0.7219887861050451,ChrK
contig_10,35501,36000,90.764,0.8636537268970202,ChrK
contig_10,36001,36500,91.98,0.8752244259837373,ChrK
contig_10,36501,37000,69.176,0.6582357565976409,ChrK
contig_10,37001,37500,87.052,0.8283326454744108,ChrK
contig_10,37501,38000,87.734,0.8348221329556121,ChrK
contig_10,38001,38500,83.528,0.7948004550290239,ChrK
contig_10,38501,39000,83.334,0.7929544717865706,ChrK
contig_10,39001,39500,79.224,0.7538462701036704,ChrK
contig_10,39501,40000,83.01,0.789871489464123,ChrK
contig_10,40001,40500,83.476,0.794305655397026,ChrK
contig_10,40501,41000,73.604,0.7003698483377582,ChrK
contig_10,41001,41500,75.874,0.7219697553499682,ChrK
contig_10,41501,42000,76.098,0.724101199918574,ChrK
contig_10,42001,42500,87.764,0.8351075942817646,ChrK
contig_10,42501,43000,87.904,0.8364397471371433,ChrK
contig_10,43001,43500,87.484,0.8324432885710075,ChrK
contig_10,43501,44000,90.914,0.8650810335277831,ChrK
contig_10,44001,44500,91.412,0.8698196915419156,ChrK
contig_10,44501,45000,80.094,0.7621246485620944,ChrK
contig_10,45001,45500,84.658,0.8055528316474367,ChrK
contig_10,45501,46000,86.422,0.822337957625207,ChrK
contig_10,46001,46500,87.724,0.834726979180228,ChrK
contig_10,46501,47000,90.28,0.8590482841684257,ChrK
contig_10,47001,47500,93.938,0.8938555352039608,ChrK
contig_10,47501,48000,98.16,0.9340294591711638,ChrK
contig_10,48001,48500,82.222,0.782373371963849,ChrK
contig_10,48501,49000,87.786,0.8353169325876099,ChrK
contig_10,49001,49500,83.586,0.795352346926252,ChrK
contig_10,49501,50000,87.346,0.8311301664707058,ChrK
contig_10,50001,50500,83.228,0.7919458417674982,ChrK
contig_10,50501,51000,100.08,0.9522989840449274,ChrK
contig_10,51001,51500,89.374,0.8504273521186185,ChrK
contig_10,51501,52000,97.162,0.9245331123878222,ChrK
contig_10,52001,52500,88.124,0.8385331301955953,ChrK
contig_10,52501,53000,74.552,0.709390426244179,ChrK
contig_10,53001,53500,82.918,0.7889960747305885,ChrK
contig_10,53501,54000,78.778,0.7496024117215357,ChrK
contig_10,54001,54500,97.376,0.9265694031810437,ChrK
contig_10,54501,55000,86.22,0.8204158513624464,ChrK
contig_10,55001,55500,91.866,0.8741396729443576,ChrK
contig_10,55501,56000,84.998,0.8087880600104991,ChrK
contig_10,56001,56500,85.466,0.8132412566984788,ChrK
contig_10,56501,57000,94.774,0.9018103908260786,ChrK
contig_10,57001,57500,91.744,0.8729787968846705,ChrK
contig_10,57501,58000,88.138,0.8386663454811333,ChrK
contig_10,58001,58500,89.578,0.8523684891364559,ChrK
contig_10,58501,59000,85.94,0.8177515456516893,ChrK
contig_10,59001,59500,89.48,0.8514359821376909,ChrK
contig_10,59501,60000,84.066,0.7999197281446929,ChrK
contig_10,60001,60500,91.238,0.8681640158502307,ChrK
contig_10,60501,61000,95.512,0.9088327394494315,ChrK
contig_10,61001,61500,91.728,0.8728265508440557,ChrK
contig_10,61501,62000,84.532,0.8043538940775959,ChrK
contig_10,62001,62500,74.246,0.7064787207174228,ChrK
contig_10,62501,63000,89.294,0.849666121915545,ChrK
contig_10,63001,63500,100.428,0.9556103354282971,ChrK
contig_10,63501,64000,88.4,0.8411593743961989,ChrK
contig_10,64001,64500,93.374,0.8884888622722926,ChrK
contig_10,64501,65000,93.494,0.8896307075769029,ChrK
contig_10,65001,65500,96.056,0.9140091048303312,ChrK
contig_10,65501,66000,93.056,0.8854629722150755,ChrK
contig_10,66001,66500,96.676,0.9199086389041508,ChrK
contig_10,66501,67000,89.686,0.8533961499106052,ChrK
contig_10,67001,67500,77.532,0.7377462513086661,ChrK
contig_10,67501,68000,89.7,0.853529365196143,ChrK
contig_10,68001,68500,72.514,0.6899980868208819,ChrK
contig_10,68501,69000,80.982,0.7705743038162102,ChrK
contig_10,69001,69500,93.684,0.8914386293092025,ChrK
contig_10,69501,70000,90.4,0.860190129473036,ChrK
contig_10,70001,70500,77.136,0.7339781618034524,ChrK
contig_10,70501,71000,81.064,0.7713545647743604,ChrK
contig_10,71001,71500,100.79,0.9590549020972047,ChrK
contig_10,71501,72000,86.422,0.822337957625207,ChrK
contig_10,72001,72500,73.104,0.6956121595685489,ChrK
contig_10,72501,73000,79.986,0.7610969877879453,ChrK
contig_10,73001,73500,76.46,0.7275457665874815,ChrK
contig_10,73501,74000,78.58,0.7477183669689288,ChrK
contig_10,74001,74500,78.82,0.7500020575781492,ChrK
contig_10,74501,75000,84.968,0.8085025986843465,ChrK
contig_10,75001,75500,84.04,0.7996723283286941,ChrK
contig_10,75501,76000,75.194,0.7154992986238436,ChrK
contig_10,76001,76500,88.498,0.8420918813949639,ChrK
contig_10,76501,77000,86.832,0.8262392624159586,ChrK
contig_10,77001,77500,102.924,0.9793607177641899,ChrK
contig_10,77501,78000,99.232,0.9442299438923485,ChrK
contig_10,78001,78500,88.01,0.8374483771562157,ChrK
contig_10,78501,79000,80.07,0.7618962795011723,ChrK
contig_10,79001,79500,70.614,0.6719188694978868,ChrK
contig_10,79501,80000,75.956,0.7227500163081186,ChrK
contig_10,80001,80500,79.478,0.7562631759984286,ChrK
contig_10,80501,81000,80.04,0.76161081817502,ChrK
contig_10,81001,81500,82.794,0.7878161679158245,ChrK
contig_10,81501,82000,85.876,0.8171425614892306,ChrK
contig_10,82001,82500,85.496,0.8135267180246314,ChrK
contig_10,82501,83000,89.982,0.856212701661977,ChrK
contig_10,83001,83500,85.608,0.8145924403089344,ChrK
contig_10,83501,84000,82.324,0.7833439404727678,ChrK
contig_10,84001,84500,82.708,0.7869978454475205,ChrK
contig_10,84501,85000,91.984,0.8752624874938909,ChrK
contig_10,85001,85500,81.912,0.7794236049269394,ChrK
contig_10,85501,86000,85.58,0.8143260097378586,ChrK
contig_10,86001,86500,97.578,0.9284915094438043,ChrK
contig_10,86501,87000,100.588,0.957132795834444,ChrK
contig_10,87001,87500,96.42,0.9174727022543155,ChrK
contig_10,87501,88000,83.79,0.7972934839440895,ChrK
contig_10,88001,88500,87.644,0.8339657489771545,ChrK
contig_10,88501,89000,82.608,0.7860463076936788,ChrK
contig_10,89001,89500,101.92,0.9698072787156176,ChrK
contig_10,89501,90000,94.59,0.9000595613590097,ChrK
contig_10,90001,90500,100.208,0.953516952369845,ChrK
contig_10,90501,91000,88.876,0.8456886941044861,ChrK
contig_10,91001,91500,86.822,0.8261441086405744,ChrK
contig_10,91501,92000,82.45,0.7845428780426086,ChrK
contig_10,92001,92500,79.752,0.7588703894439554,ChrK
contig_10,92501,93000,89.774,0.8542335031339859,ChrK
contig_10,93001,93500,89.58,0.8523875198915327,ChrK
contig_10,93501,94000,99.924,0.9508145851489342,ChrK
contig_10,94001,94500,93.352,0.8882795239664475,ChrK
contig_10,94501,95000,82.776,0.787644891120133,ChrK
contig_10,95001,95500,78.776,0.7495833809664588,ChrK
contig_10,95501,96000,76.358,0.7265751980785629,ChrK
contig_10,96001,96500,77.326,0.7357860835357519,ChrK
contig_10,96501,97000,87.014,0.8279710611279507,ChrK
contig_10,97001,97500,84.306,0.8022034187539133,ChrK
contig_10,97501,98000,83.134,0.7910513962788869,ChrK
contig_10,98001,98500,99.424,0.9460568963797249,ChrK
contig_10,98501,99000,91.91,0.8745583495560479,ChrK
contig_10,99001,99500,82.836,0.7882158137724381,ChrK
contig_10,99501,100000,86.586,0.8238984795415076,ChrK
contig_10,100001,100500,89.79,0.8543857491746008,ChrK
contig_10,100501,101000,97.074,0.9236957591644412,ChrK
contig_10,101001,101500,91.512,0.8707712292957573,ChrK
contig_10,101501,102000,92.254,0.877831639429264,ChrK
contig_10,102001,102500,105.074,0.9998187794717895,ChrK
contig_10,102501,103000,84.436,0.8034404178339078,ChrK
contig_10,103001,103500,100.58,0.9570566728141366,ChrK
contig_10,103501,104000,91.68,0.8723698127222118,ChrK
contig_10,104001,104500,93.176,0.8866048175196859,ChrK
contig_10,104501,105000,78.878,0.7505539494753776,ChrK
contig_10,105001,105500,94.41,0.8983467934020942,ChrK
contig_10,105501,106000,101.458,0.9654111742928682,ChrK
contig_10,106001,106500,75.366,0.7171359435604516,ChrK
contig_10,106501,107000,85.206,0.8107672585384901,ChrK
contig_10,107001,107500,99.086,0.9428406987717394,ChrK
contig_10,107501,108000,104.1,0.9905508017493699,ChrK
contig_10,108001,108500,103.58,0.9856028054293923,ChrK
contig_10,108501,109000,97.31,0.9259413882635081,ChrK
contig_10,109001,109500,93.46,0.8893071847405967,ChrK
contig_10,109501,110000,79.762,0.7589655432193395,ChrK
contig_10,110001,110500,101.262,0.9635461602953381,ChrK
contig_10,110501,111000,99.906,0.9506433083532426,ChrK
contig_10,111001,111500,94.2,0.8963485641190264,ChrK
contig_10,111501,112000,98.49,0.9371695337588419,ChrK
contig_10,112001,112500,87.06,0.8284087684947181,ChrK
contig_10,112501,113000,95.58,0.909479785122044,ChrK
contig_10,113001,113500,94.898,0.9029902976408425,ChrK
contig_10,113501,114000,99.696,0.9486450790701747,ChrK
contig_10,114001,114500,102.662,0.9768676888491241,ChrK
contig_10,114501,115000,98.72,0.9393580705926782,ChrK
contig_10,115001,115500,80.676,0.7676625982894542,ChrK
contig_10,115501,116000,88.682,0.8438427108620329,ChrK
contig_10,116001,116500,94.5,0.899203177380552,ChrK
contig_10,116501,117000,99.45,0.9463042961957238,ChrK
contig_10,117001,117500,87.908,0.8364778086472969,ChrK
contig_10,117501,118000,95.77,0.9112877068543435,ChrK
contig_10,118001,118500,93.816,0.8926946591442737,ChrK
