chrom,start,end,depth,normalized_depth,chromosome
contig_10,1,500,53.718,0.5333806698933543,ChrK
contig_10,501,1000,114.442,1.1363258241918024,ChrK
contig_10,1001,1500,102.676,1.0194980018237843,ChrK
contig_10,1501,2000,108.418,1.076511885559732,ChrK
contig_10,2001,2500,101.49,1.0077218844237783,ChrK
contig_10,2501,3000,110.058,1.092795892757042,ChrK
contig_10,3001,3500,81.118,0.8054427413606073,ChrK
contig_10,3501,4000,85.536,0.8493102680665316,ChrK
contig_10,4001,4500,81.612,0.8103478020651629,ChrK
contig_10,4501,5000,112.578,1.1178176599138843,ChrK
contig_10,5001,5500,146.824,1.4578555321572257,ChrK
contig_10,5501,6000,106.988,1.062313025625492,ChrK
contig_10,6001,6500,104.902,1.0416005628123282,ChrK
contig_10,6501,7000,79.532,0.7896949148880867,ChrK
contig_10,7001,7500,82.32,0.8173777271235139,ChrK
contig_10,7501,8000,77.14,0.7659440946344492,ChrK
contig_10,8001,8500,78.992,0.784333107640192,ChrK
contig_10,8501,9000,100.498,0.997872045923942,ChrK
contig_10,9001,9500,89.146,0.8851549424459764,ChrK
contig_10,9501,10000,63.256,0.628086072727466,ChrK
contig_10,10001,10500,75.198,0.7466614470873906,ChrK
contig_10,10501,11000,77.828,0.7727754342391745,ChrK
contig_10,11001,11500,75.928,0.7539098161447298,ChrK
contig_10,11501,12000,84.844,0.8424392113710812,ChrK
contig_10,12001,12500,85.458,0.8485357847973912,ChrK
contig_10,12501,13000,88.34,0.8771519486648593,ChrK
contig_10,13001,13500,88.472,0.8784626126587891,ChrK
contig_10,13501,14000,84.25,0.8365412233983971,ChrK
contig_10,14001,14500,81.75,0.8117180416951805,ChrK
contig_10,14501,15000,90.654,0.9001282856493564,ChrK
contig_10,15001,15500,84.088,0.8349326812240285,ChrK
contig_10,15501,16000,80.872,0.8030001402810109,ChrK
contig_10,16001,16500,83.476,0.8288559663430812,ChrK
contig_10,16501,17000,83.094,0.8250629841788297,ChrK
contig_10,17001,17500,88.886,0.8825733315488418,ChrK
contig_10,17501,18000,91.782,0.9113285052338478,ChrK
contig_10,18001,18500,84.356,0.8375937263026134,ChrK
contig_10,18501,19000,81.932,0.8135251693231748,ChrK
contig_10,19001,19500,83.022,0.8243480765457771,ChrK
contig_10,19501,20000,93.614,0.929518932785965,ChrK
contig_10,20001,20500,89.022,0.8839237126334968,ChrK
contig_10,20501,21000,81.444,0.8086796842547068,ChrK
contig_10,21001,21500,97.842,0.9714998976824447,ChrK
contig_10,21501,22000,90.402,0.8976261089336723,ChrK
contig_10,22001,22500,79.862,0.7929715748729114,ChrK
contig_10,22501,23000,87.234,0.8661701730793563,ChrK
contig_10,23001,23500,91.192,0.9054702343518887,ChrK
contig_10,23501,24000,85.43,0.8482577651623153,ChrK
contig_10,24001,24500,78.144,0.775913084406461,ChrK
contig_10,24501,25000,77.374,0.7682675444418703,ChrK
contig_10,25001,25500,85.37,0.8476620088014382,ChrK
contig_10,25501,26000,85.35,0.8474634233478122,ChrK
contig_10,26001,26500,74.662,0.7413393569302211,ChrK
contig_10,26501,27000,76.748,0.762051819743385,ChrK
contig_10,27001,27500,95.658,0.9498143661465147,ChrK
contig_10,27501,28000,96.876,0.9619082202723218,ChrK
contig_10,28001,28500,81.09,0.8051647217255314,ChrK
contig_10,28501,29000,78.852,0.782943009464812,ChrK
contig_10,29001,29500,91.45,0.9080319867036607,ChrK
contig_10,29501,30000,83.354,0.8276445950759642,ChrK
contig_10,30001,30500,96.5,0.958174813744158,ChrK
contig_10,30501,31000,90.526,0.8988573387461518,ChrK
contig_10,31001,31500,86.266,0.8565586371238709,ChrK
contig_10,31501,32000,80.224,0.7965659715835371,ChrK
contig_10,32001,32500,89.55,0.889166368609216,ChrK
contig_10,32501,33000,87.538,0.8691886719744674,ChrK
contig_10,33001,33500,88.872,0.8824343217313038,ChrK
contig_10,33501,34000,101.45,1.0073247135165269,ChrK
contig_10,34001,34500,79.578,0.790151661431426,ChrK
contig_10,34501,35000,90.202,0.8956402543974149,ChrK
contig_10,35001,35500,84.49,0.8389242488419058,ChrK
contig_10,35501,36000,94.604,0.9393489127404386,ChrK
contig_10,36001,36500,87.31,0.8669247978031341,ChrK
contig_10,36501,37000,79.906,0.7934084628708881,ChrK
contig_10,37001,37500,87.686,0.8706582043312979,ChrK
contig_10,37501,38000,80.932,0.8035958966418881,ChrK
contig_10,38001,38500,91.632,0.9098391143316549,ChrK
contig_10,38501,39000,94.38,0.9371247556598304,ChrK
contig_10,39001,39500,85.038,0.8443654902712509,ChrK
contig_10,39501,40000,79.74,0.7917602036057944,ChrK
contig_10,40001,40500,93.054,0.9239585400844444,ChrK
contig_10,40501,41000,78.3,0.7774620509447416,ChrK
contig_10,41001,41500,100.696,0.9998380419148366,ChrK
contig_10,41501,42000,89.76,0.8912515158722863,ChrK
contig_10,42001,42500,86.002,0.8539373091360112,ChrK
contig_10,42501,43000,89.396,0.887637260616298,ChrK
contig_10,43001,43500,107.998,1.0723415910335916,ChrK
contig_10,43501,44000,89.492,0.8885904707937016,ChrK
contig_10,44001,44500,83.254,0.8266516678078356,ChrK
contig_10,44501,45000,71.914,0.7140537156020454,ChrK
contig_10,45001,45500,83.866,0.832728382688783,ChrK
contig_10,45501,46000,95.504,0.9482852581535967,ChrK
contig_10,46001,46500,91.848,0.9119838372308128,ChrK
contig_10,46501,47000,91.758,0.9110902026894969,ChrK
contig_10,47001,47500,87.61,0.8699035796075201,ChrK
contig_10,47501,48000,94.72,0.9405007083714678,ChrK
contig_10,48001,48500,97.482,0.9679253595171815,ChrK
contig_10,48501,49000,99.882,0.9917556139522694,ChrK
contig_10,49001,49500,80.294,0.7972610206712272,ChrK
contig_10,49501,50000,84.436,0.8383880681171164,ChrK
contig_10,50001,50500,96.358,0.9567648570234154,ChrK
contig_10,50501,51000,97.76,0.9706856973225793,ChrK
contig_10,51001,51500,89.532,0.8889876417009529,ChrK
contig_10,51501,52000,93.1,0.9244152866277835,ChrK
contig_10,52001,52500,90.298,0.8965934645748185,ChrK
contig_10,52501,53000,76.594,0.7605227117504667,ChrK
contig_10,53001,53500,75.992,0.7545452895963323,ChrK
contig_10,53501,54000,83.79,0.8319737579650053,ChrK
contig_10,54001,54500,92.292,0.916392434301304,ChrK
contig_10,54501,55000,89.384,0.8875181093441226,ChrK
contig_10,55001,55500,89.92,0.8928401995012921,ChrK
contig_10,55501,56000,94.866,0.9419503821829357,ChrK
contig_10,56001,56500,94.364,0.9369658872969299,ChrK
contig_10,56501,57000,82.05,0.8146968234995665,ChrK
contig_10,57001,57500,83.506,0.8291538445235198,ChrK
contig_10,57501,58000,87.434,0.8681560276156136,ChrK
contig_10,58001,58500,70.414,0.6991598065801156,ChrK
contig_10,58501,59000,82.356,0.8177351809400402,ChrK
contig_10,59001,59500,91.754,0.9110504855987719,ChrK
contig_10,59501,60000,79.164,0.7860409425413734,ChrK
contig_10,60001,60500,87.632,0.8701220236065085,ChrK
contig_10,60501,61000,81.012,0.804390238456391,ChrK
contig_10,61001,61500,86.938,0.8632311083656955,ChrK
contig_10,61501,62000,80.808,0.8023646668294087,ChrK
contig_10,62001,62500,78.882,0.7832408876452506,ChrK
contig_10,62501,63000,77.958,0.7740662396877417,ChrK
contig_10,63001,63500,106.688,1.059334243821106,ChrK
contig_10,63501,64000,105.634,1.04886879041503,ChrK
contig_10,64001,64500,96.782,0.9609748686402808,ChrK
contig_10,64501,65000,98.638,0.9794035987367489,ChrK
contig_10,65001,65500,90.94,0.9029680576362045,ChrK
contig_10,65501,66000,85.276,0.846728657169397,ChrK
contig_10,66001,66500,86.902,0.8628736545491692,ChrK
contig_10,66501,67000,91.91,0.9125994521370525,ChrK
contig_10,67001,67500,99.018,0.9831767223556378,ChrK
contig_10,67501,68000,104.62,1.0388005079162055,ChrK
contig_10,68001,68500,97.004,0.9631791671755265,ChrK
contig_10,68501,69000,94.558,0.9388921661970995,ChrK
contig_10,69001,69500,90.308,0.8966927573016314,ChrK
contig_10,69501,70000,93.26,0.9260039702567895,ChrK
contig_10,70001,70500,85.56,0.8495485706108825,ChrK
contig_10,70501,71000,95.36,0.9468554428874913,ChrK
contig_10,71001,71500,84.798,0.8419824648277421,ChrK
contig_10,71501,72000,80.206,0.796387244675274,ChrK
contig_10,72001,72500,73.458,0.7293845126219519,ChrK
contig_10,72501,73000,88.014,0.8739150057707599,ChrK
contig_10,73001,73500,77.654,0.7710477407926305,ChrK
contig_10,73501,74000,73.218,0.7270014871784432,ChrK
contig_10,74001,74500,91.402,0.907555381614959,ChrK
contig_10,74501,75000,83.112,0.8252417110870929,ChrK
contig_10,75001,75500,90.04,0.8940317122230466,ChrK
contig_10,75501,76000,79.65,0.7908665690644787,ChrK
contig_10,76001,76500,77.09,0.7654476310003849,ChrK
contig_10,76501,77000,99.526,0.9882207928777313,ChrK
contig_10,77001,77500,93.416,0.9275529367950701,ChrK
contig_10,77501,78000,84.448,0.8385072193892917,ChrK
contig_10,78001,78500,89.908,0.8927210482291167,ChrK
contig_10,78501,79000,82.836,0.8225012318270578,ChrK
contig_10,79001,79500,86.506,0.8589416625673797,ChrK
contig_10,79501,80000,82.258,0.8167621122172741,ChrK
contig_10,80001,80500,95.224,0.9455050618028363,ChrK
contig_10,80501,81000,90.948,0.9030474918176548,ChrK
contig_10,81001,81500,82.554,0.819701176930935,ChrK
contig_10,81501,82000,77.812,0.7726165658762738,ChrK
contig_10,82001,82500,77.342,0.7679498077160691,ChrK
contig_10,82501,83000,88.286,0.8766157679400698,ChrK
contig_10,83001,83500,93.718,0.9305515771448187,ChrK
contig_10,83501,84000,87.206,0.8658921534442803,ChrK
contig_10,84001,84500,82.8,0.8221437780105314,ChrK
contig_10,84501,85000,85.94,0.8533216942297714,ChrK
contig_10,85001,85500,89.864,0.8922841602311401,ChrK
contig_10,85501,86000,87.258,0.8664084756237072,ChrK
contig_10,86001,86500,96.062,0.9538257923097545,ChrK
contig_10,86501,87000,101.126,1.00410762916779,ChrK
contig_10,87001,87500,94.046,0.9338083785842808,ChrK
contig_10,87501,88000,90.926,0.9028290478186665,ChrK
contig_10,88001,88500,87.25,0.8663290414422569,ChrK
contig_10,88501,89000,82.584,0.8199990551113736,ChrK
contig_10,89001,89500,92.57,0.9191527721067015,ChrK
contig_10,89501,90000,93.756,0.9309288895067076,ChrK
contig_10,90001,90500,85.732,0.8512564055120638,ChrK
contig_10,90501,91000,91.324,0.9067808983458185,ChrK
contig_10,91001,91500,82.08,0.8149947016800051,ChrK
contig_10,91501,92000,87.21,0.8659318705350053,ChrK
contig_10,92001,92500,84.716,0.8411682644678765,ChrK
contig_10,92501,93000,77.472,0.7692406131646363,ChrK
contig_10,93001,93500,106.452,1.0569909354683225,ChrK
contig_10,93501,94000,99.372,0.9866916848848132,ChrK
contig_10,94001,94500,85.156,0.8455371444476428,ChrK
contig_10,94501,95000,90.0,0.8936345413157951,ChrK
contig_10,95001,95500,89.69,0.8905564667845962,ChrK
contig_10,95501,96000,85.378,0.8477414429828883,ChrK
contig_10,96001,96500,81.58,0.8100300653393618,ChrK
contig_10,96501,97000,93.14,0.924812457535035,ChrK
contig_10,97001,97500,91.488,0.9084092990655496,ChrK
contig_10,97501,98000,79.236,0.7867558501744261,ChrK
contig_10,98001,98500,103.842,1.0310755337701643,ChrK
contig_10,98501,99000,115.126,1.1431174467058025,ChrK
contig_10,99001,99500,90.714,0.9007240420102337,ChrK
contig_10,99501,100000,85.514,0.8490918240675432,ChrK
contig_10,100001,100500,86.556,0.859438126201444,ChrK
contig_10,100501,101000,92.038,0.9138703990402571,ChrK
contig_10,101001,101500,89.136,0.8850556497191634,ChrK
contig_10,101501,102000,93.444,0.9278309564301462,ChrK
contig_10,102001,102500,101.998,1.0127659549458718,ChrK
contig_10,102501,103000,85.01,0.844087470636175,ChrK
contig_10,103001,103500,92.518,0.9186364499272748,ChrK
contig_10,103501,104000,93.886,0.9322196949552748,ChrK
contig_10,104001,104500,94.192,0.9352580523957484,ChrK
contig_10,104501,105000,105.562,1.0481538827819774,ChrK
contig_10,105001,105500,105.786,1.0503780398625855,ChrK
contig_10,105501,106000,109.93,1.0915249458538374,ChrK
contig_10,106001,106500,86.876,0.8626154934594558,ChrK
contig_10,106501,107000,83.894,0.833006402323859,ChrK
contig_10,107001,107500,100.496,0.9978521873785793,ChrK
contig_10,107501,108000,96.224,0.955434334484123,ChrK
contig_10,108001,108500,85.5,0.8489528142500053,ChrK
contig_10,108501,109000,92.366,0.9171272004797192,ChrK
contig_10,109001,109500,88.354,0.8772909584823974,ChrK
contig_10,109501,110000,92.278,0.916253424483766,ChrK
contig_10,110001,110500,84.52,0.8392221270223444,ChrK
contig_10,110501,111000,90.836,0.9019354132773507,ChrK
contig_10,111001,111500,92.282,0.916293141574491,ChrK
contig_10,111501,112000,94.6,0.9393091956497134,ChrK
contig_10,112001,112500,79.332,0.7877090603518294,ChrK
contig_10,112501,113000,76.302,0.7576233641275312,ChrK
contig_10,113001,113500,83.888,0.8329468266877713,ChrK
contig_10,113501,114000,85.602,0.8499656000634966,ChrK
contig_10,114001,114500,96.966,0.9628018548136376,ChrK
contig_10,114501,115000,91.536,0.9088859041542513,ChrK
contig_10,115001,115500,84.604,0.8400561859275725,ChrK
contig_10,115501,116000,89.192,0.8856116889893154,ChrK
contig_10,116001,116500,84.526,0.8392817026584322,ChrK
contig_10,116501,117000,78.854,0.7829628680101745,ChrK
contig_10,117001,117500,88.59,0.879634266835181,ChrK
contig_10,117501,118000,88.05,0.8742724595872862,ChrK
contig_10,118001,118500,86.09,0.8548110851319645,ChrK
